Gene,X5EGGE,X5EQMM,X5GICA,X5N9D6,X5P9GB,X5N9ES,X5P9GS,X5N9E1
IGSF21,8,25,309,108,149,26,104,6
RP11-174G17.3,0,8,4,2,4,0,1,0
RP11-174G17,0,0,0,0,0,0,0,0
RP11-422P22.1,0,0,1,0,0,0,6,0
KLHDC7A,290,2547,294,45,326,495,0,0
DYNLL1P3,0,0,0,0,0,0,0,0
RP1-8B22.2,0,0,0,0,0,0,0,0
PAX7,0,0,0,1,0,0,0,1
TAS1R2,0,0,2,0,0,0,0,2
ALDH4A1,19106,42127,1467,702,534,541,1468,1527
MIR4695,0,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0,0
IFFO2,656,492,1316,1768,4915,3948,923,996
RP5-1126H10.2,86,97,73,76,40,18,93,152
UBR4,6393,7909,15166,20863,15974,8883,28109,24840
RP1-43E13.2,0,1,7,3,1,3,13,9
EMC1,1215,2125,2649,1948,2290,1743,8993,3995
MRTO4,1693,1454,1129,1028,2837,2650,2961,1807
AKR7L,801,6782,26,13,1341,981,124,225
AKR7A3,2090,7463,57,47,12033,15411,153,295
RP4-657E11.10,19,46,8,16,38,17,102,50
AKR7A2,833,2942,1413,893,2221,2287,5000,4305
RNU6-1099P,1,0,0,1,0,0,1,6
PQLC2,873,2292,1262,435,2129,1572,1088,1394
CAPZB,3823,4996,14275,11591,6724,3429,26931,16799
RN7SL277P,0,0,3,3,0,0,1,3
RNU4-28P,0,0,0,0,0,0,0,0
RP5-1056L3.1,0,0,0,0,0,0,1,1
MINOS1,1164,1640,2681,1976,2681,1876,4448,3046
RP5-1056L3.3,29,71,31,118,134,199,446,433
NBL1,200,103,13590,18403,1878,1263,94122,85069
HTR6,1,2,0,0,0,0,3,8
TMCO4,500,1011,1125,672,2862,2211,2207,2850
RNF186,6,19,0,0,1433,2610,12,42
RP11-91K11.2,0,0,0,0,6,9,0,0
OTUD3,401,608,1265,985,1291,1030,2736,2382
PLA2G2E,0,1,0,0,1,0,0,0
RN7SL304P,0,0,0,0,0,0,0,0
PLA2G2A,2920,9323,456,13101,1793,661,12346,5381
PLA2G5,207,250,576,280,36,44,5402,7208
PLA2G2D,0,9,23,6,0,0,18,0
PLA2G2F,0,2,0,0,0,0,7,6
RP3-340N1.2,53,98,16,2,4,6,0,0
PLA2G2C,0,3,4,0,0,1,5,1
UBXN10-AS1,6,0,0,10,2,4,24,21
UBXN10,158,154,111,2031,92,108,256,76
LINC01757,0,0,0,0,0,0,0,0
VWA5B1,1,2,25,31,10,11,1,3
RP4-745E8.2,0,0,2,0,0,0,0,0
LINC01141,1,6,3,0,0,1,2,3
RP4-749H3.2,0,0,0,0,0,0,0,0
CAMK2N1,2068,4253,7434,4429,623,456,4338,4710
MUL1,871,2235,2157,680,3178,2203,2288,2188
RPS4XP4,0,0,0,0,0,0,2,2
FAM43B,2,18,6,18,51,69,3,15
CDA,1487,3529,793,727,36,29,46,46
PINK1,745,1226,1932,966,2166,1377,1920,1131
PINK1-AS,137,171,186,157,258,157,613,367
DDOST,5905,4248,8399,6873,18606,8354,20358,12402
KIF17,42,142,786,694,73,15,200,154
RP5-930J4.5,0,0,0,0,0,0,0,0
SH2D5,2,4,28,10,10,12,93,720
RP5-930J4.2,0,0,0,0,0,0,0,0
HP1BP3,3515,10082,10906,13202,8658,7550,43352,38927
EIF4G3,1970,2162,3627,5667,2935,1410,9867,5076
RNU7-200P,0,0,0,0,0,0,0,0
MIR1256,0,0,0,0,0,0,0,0
RPS15AP6,0,2,0,2,1,0,4,4
RP11-487E1.2,0,0,0,0,0,0,0,0
HSPE1P27,0,0,0,0,1,0,0,0
ECE1,5590,8386,19386,18965,20956,19491,34629,18799
RP3-329E20.2,0,0,9,12,2,2,4,6
RP5-1071N3.1,1,8,26,38,18,13,30,56
PPP1R11P1,0,0,0,0,0,0,0,0
RP11-293F5.8,0,0,2,0,0,0,0,0
RP11-293F5.1,0,0,0,0,0,4,0,0
NBPF2P,3,1,15,4,25,4,81,69
HS6ST1P1,3,9,19,11,60,10,56,37
CROCCP5,0,0,1,0,1,1,2,0
NBPF3,52,219,543,187,389,295,923,890
PFN1P10,0,0,0,0,0,0,0,0
ALPL,5112,7488,11797,2830,834,158,990,414
RP11-63N8.3,2,2,7,0,1,3,0,0
RAP1GAP,9406,2286,3339,420,28950,13004,505,667
USP48,1673,3851,3717,3669,4118,3159,10034,7076
RP11-132G19.3,2,0,0,0,0,0,0,0
LDLRAD2,18,21,137,99,37,28,165,118
HSPG2,1518,885,15244,9218,9804,2843,25061,6229
RP11-26H16.1,0,0,1,2,0,7,2,9
RP11-26H16.4,0,0,4,0,21,11,0,0
CELA3B,176,0,64,10,720939,1181684,17,37
RN7SL386P,0,0,0,0,1171,437,0,0
RNU6-1022P,0,0,0,0,158,51,0,0
CELA3A,406,2,164,29,1579147,2098299,62,142
RN7SL186P,0,0,0,0,3412,1214,0,2
RNU6-776P,0,0,0,0,372,104,0,0
LINC01635,1,0,3,2,29,8,0,2
LINC00339,430,781,862,324,11509,7553,1482,1549
CDC42,3047,6709,9901,8251,7513,4946,15435,10317
CDC42-IT1,0,0,4,11,2,4,7,7
RP1-224A6.8,1,1,1,9,0,0,9,12
RP1-224A6.9,6,22,14,12,3,4,20,56
WNT4,448,104,153,69,127,274,3591,7749
MIR4418,0,0,0,0,0,0,0,0
RP11-415K20.1,0,0,1,0,1,2,3,3
RP11-415K20.2,0,0,0,0,2,3,0,0
ZBTB40,1717,1947,5113,2738,5160,2465,8369,5407
ZBTB40-IT1,0,1,3,23,6,5,21,14
EPHA8,1,1,1,1,119,153,3,5
MIR6127,0,0,0,0,0,0,0,0
C1QA,212,697,15842,6561,1779,363,2474,152
C1QC,134,668,13692,5186,2525,568,3179,134
C1QB,204,888,24318,9055,3150,682,3438,278
EPHB2,14,26,372,325,994,540,3443,1544
MIR4684,0,0,0,0,0,0,0,0
RP11-69E9.1,0,0,0,0,0,2,0,0
MIR4253,0,0,0,0,0,0,0,0
LACTBL1,0,0,0,1,10,10,0,1
C1orf234,0,1,1,2,0,5,4,1
KDM1A,1200,2228,3221,3307,6009,3253,8613,7625
RP1-184J9.2,0,2,0,0,3,0,0,0
MIR3115,0,0,0,0,0,0,0,0
MIR4419A,0,0,0,0,0,0,0,0
LUZP1,320,735,3412,3384,1462,743,4011,2630
RP5-979D14.1,0,0,0,0,0,0,2,2
RNU6-514P,0,0,0,0,0,0,0,0
RNU6-135P,0,0,0,0,0,0,0,0
HTR1D,0,3,61,6,5,0,12,5
RP5-1057J7.1,4,0,0,0,0,4,0,5
LINC01355,746,649,500,881,774,660,3665,4750
HNRNPR,3628,3854,5950,7523,4830,3216,19638,10000
ZNF436,238,418,646,737,2976,510,10196,2989
ZNF436-AS1,122,79,164,196,824,110,1555,1440
RP5-1057J7.7,22,75,13,8,74,65,31,88
TCEA3,2778,9356,1330,451,8276,8165,7269,10876
RP4-654C18.1,0,2,0,1,0,3,10,6
ASAP3,951,1371,2202,2875,4068,1641,15049,15329
E2F2,4,17,111,215,20,2,145,7
RP1-150O5.3,0,1,10,5,2,5,2,2
ID3,594,713,10773,1741,3346,1460,3724,16558
MDS2,0,1,8,14,3,0,4,0
RP11-223J15.2,0,0,0,0,1,0,0,0
RPL11,19132,19308,32154,23062,54490,56967,144763,154219
ELOA,2092,2898,3737,2352,4979,3221,4294,3507
ELOA-AS1,38,96,42,24,68,47,146,114
PITHD1,1425,2574,2812,1602,3757,3467,4468,4101
LYPLA2,2908,3933,2938,2371,3601,2707,2542,2676
GALE,3415,4628,1994,976,840,724,1098,932
HMGCL,4412,20701,2352,1159,2520,2205,2416,1951
FUCA1,962,2741,2203,793,2421,1038,2770,2367
CNR2,4,6,14,13,0,0,7,1
BTBD6P1,1,0,0,0,0,4,0,0
RP11-4M23.3,0,0,0,0,0,0,0,0
MIR378F,0,0,0,0,0,0,0,0
RP11-4M23.4,0,0,0,0,0,0,1,0
PNRC2,1159,1997,4897,5284,3930,1581,9304,9009
SRSF10,2324,4883,4858,5210,4803,3803,13071,10946
RP11-4M23.7,0,0,0,0,0,0,0,0
RP11-293P20.2,0,0,10,0,1,2,0,0
MYOM3,10,53,43,13,110,127,78,19
RP11-293P20.4,0,0,0,0,0,0,0,0
IL22RA1,403,1035,149,69,63449,26303,34,111
IFNLR1,719,1199,576,224,966,566,181,453
RP11-10N16.2,0,0,2,2,0,0,1,1
RP11-10N16.3,2,1,0,0,0,1,5,6
GRHL3,33,28,12,7,19,13,11,5
STPG1,87,227,652,712,320,402,1119,1141
NIPAL3,217,555,2581,1412,2234,1632,2071,1551
RCAN3,92,242,950,1040,1841,1085,251,223
RP4-594I10.3,0,17,2,0,17,13,0,1
NCMAP,30,690,689,33,1129,676,0,4
RP11-496D1.2,0,0,0,0,2,0,0,0
SRRM1,2591,5828,7817,9111,7287,3559,26572,27780
CLIC4,1767,8864,18884,28537,5789,2709,15914,6814
RNU6-1208P,0,0,0,0,0,0,0,0
RUNX3,40,174,1219,2864,177,67,204,40
MIR6731,0,0,0,0,0,0,0,0
RP11-84D1.1,1,2,3,20,0,0,0,1
RP11-84D1.2,0,0,0,0,0,0,0,1
MIR4425,0,0,0,0,0,0,0,0
RP4-799D16.1,0,0,1,0,1,0,0,0
RP4-781L3.1,0,0,0,1,0,0,0,0
RP4-706G24.1,0,0,0,0,0,0,0,0
SYF2,930,1327,3429,1991,4788,2798,9209,9182
RSRP1,3838,7815,8646,9849,4411,5354,12993,14030
RP3-465N24.6,9,7,4,6,19,5,17,10
RP3-465N24.5,3,6,16,23,27,12,111,80
RHD,13,23,108,42,27,23,100,181
SDHDP6,5,9,12,15,8,4,66,65
RP11-335G20.7,0,0,0,0,0,0,0,0
TMEM50A,1368,1816,6747,4777,5125,2623,4869,4525
RHCE,31,109,37,13,44,33,24,13
RP3-469D22.1,5,1,0,0,1,3,11,7
TMEM57,1990,3000,2036,1099,8579,4552,3643,3066
LDLRAP1,1648,3174,3545,1688,5575,4405,2239,2223
RP11-70P17.1,4,9,13,15,56,117,15,22
MAN1C1,1006,1985,1101,1945,511,240,8881,5009
RP1-187B23.1,2,17,10,80,4,0,58,26
SELENON,1440,1917,8051,6450,9195,4605,16682,10053
RP1-317E23.3,20,73,37,15,53,46,74,95
MTFR1L,2850,6960,2922,1862,3660,2826,9338,9902
AUNIP,2,35,22,13,15,17,91,44
RP1-125I3.2,0,0,0,2,0,0,6,5
PAQR7,155,451,598,491,592,295,7438,5716
STMN1,63,356,2342,952,1229,942,20991,15981
SNRPFP2,0,0,0,0,0,0,2,4
RP1-125I3.4,0,0,0,0,0,0,0,1
MIR3917,0,0,0,0,0,0,0,0
PAFAH2,847,1740,982,425,8652,2715,1223,934
RNU6-110P,0,0,0,0,0,0,0,0
SCARNA17,0,0,0,0,1,0,0,0
SCARNA18,0,0,0,0,1,0,0,0
EXTL1,0,5,21,11,826,260,333,517
SLC30A2,3,4,9,8,54313,16890,6,12
RP11-96L14.9,1,0,0,0,940,668,0,0
TRIM63,3,12,85,20,15,63,3,0
PDIK1L,364,1410,486,215,866,538,1146,875
FAM110D,21,7,687,708,167,131,149,78
RP11-96L14.8,0,0,0,0,0,0,0,0
RP11-96L14.7,1,9,1,4,7,11,35,41
ZNF593,0,0,0,0,0,0,0,0
CNKSR1,67,357,1461,504,2569,2579,550,801
CATSPER4,0,0,2,2,3,4,6,5
RP11-231P20.2,193,643,20,6,175,107,34,87
RP11-231P20.6,0,2,0,1,1,3,0,1
CEP85,462,999,813,763,896,524,1152,685
RP11-231P20.5,0,1,0,0,0,0,0,2
SH3BGRL3,1377,1355,9424,10421,5305,4621,3442,3004
UBXN11,605,822,2874,5716,1740,1194,2447,2955
CD52,37,81,5111,721,31,35,149,13
AIM1L,5,17,263,107,8,9,8,3
RP11-569G9.7,0,1,0,0,0,0,0,0
ZNF683,0,33,20,70,10,1,72,3
LIN28A,1,2,1,2,0,2,17,10
DHDDS,1275,1565,2053,845,2212,1925,2561,1680
RP3-476K8.4,4,4,9,5,6,5,12,16
RP3-476K8.3,3,3,16,11,7,6,65,57
HMGN2,1973,4934,9176,6347,9653,3519,25731,23493
DPPA2P2,0,0,2,0,0,0,0,0
RPS6KA1,508,605,8442,5857,3607,2108,746,274
MIR1976,0,0,0,0,0,0,0,0
RN7SL679P,0,0,0,0,0,1,0,0
RNU7-29P,0,0,0,0,0,0,0,0
RP11-492M19.3,0,0,0,0,0,0,0,0
snoU13,0,0,0,0,0,0,0,0
RP4-785J1.1,0,0,0,0,0,0,0,0
RP5-968P14.2,29,33,34,5,22,27,78,86
ARID1A,2956,6617,8024,6546,6583,4682,15175,11279
PIGV,478,1729,1090,460,970,992,1999,1422
RN7SL165P,2,3,1,0,4,0,2,2
ZDHHC18,895,2712,3854,2758,1526,1634,2270,2841
SFN,48,60,2102,1202,29,21,25,20
GPN2,1002,1618,1811,1233,2148,1429,2366,2196
GPATCH3,431,620,917,347,783,611,941,642
NUDC,4232,5668,5079,6914,7533,7375,8683,6247
NR0B2,1285,5450,142,0,1854,1549,2,0
KDF1,186,388,518,122,1110,1293,18,21
RPL12P13,1,0,0,0,5,6,8,4
RP11-344H11.5,0,0,0,0,0,2,2,0
OSTCP2,0,0,0,0,4,4,0,0
TRNP1,46,177,1007,624,1035,1002,242,165
FAM46B,8,36,3020,491,173,151,70,85
SLC9A1,271,504,3195,2371,2249,1250,3227,2131
RP11-40H20.5,0,0,0,0,0,0,0,1
CHCHD3P3,0,0,1,3,0,0,5,0
NPM1P39,8,4,0,1,17,8,51,68
SNRPEP7,2,0,0,0,0,0,0,0
RP11-40H20.4,0,0,0,0,0,0,0,0
WDTC1,1596,4608,5681,5528,5706,4264,9445,8475
RP11-4K3__A.3,0,4,2,1,1,0,6,13
TMEM222,2251,2594,2755,1210,3095,2474,3227,4043
RNU6-48P,1,2,3,1,1,1,3,2
ACTG1P20,8,6,27,15,14,5,72,46
SYTL1,36,76,2001,1958,13102,11330,85,149
MAP3K6,886,514,17700,11444,2894,1651,3796,2812
FCN3,2662,258,91929,35472,378,260,129,25
CD164L2,14,3,60,1305,26,58,12,4
RP1-144C9.2,0,0,0,0,0,0,0,0
GPR3,18,4,81,235,72,24,14,21
WASF2,1272,2106,17557,11941,12528,8603,28581,18222
RP4-752I6.1,1,0,0,0,0,0,0,2
RP1-159A19.4,0,1,14,5,0,0,1,2
AHDC1,1434,2185,2912,5846,3618,1263,10318,13132
FGR,414,394,15473,22319,489,259,237,166
RP1-159A19.3,4,6,7,8,8,6,11,18
RP11-288L9.1,0,3,0,1,0,0,0,0
IFI6,193,4755,5357,2675,790,422,5557,3451
RP11-288L9.4,0,8,15,12,1,2,22,4
RNU6-949P,0,0,0,0,0,0,0,0
CHMP1AP1,1,0,0,0,0,0,0,1
RNU6-424P,0,0,0,0,0,0,0,0
FAM76A,273,847,1408,689,915,596,1215,1793
RP3-426I6.2,0,1,11,6,0,1,3,7
RPEP3,0,1,0,2,0,0,0,6
STX12,1183,1635,7078,6310,3741,1598,4428,3549
RP3-426I6.5,0,6,7,3,0,0,2,7
RP3-426I6.6,9,13,13,31,3,7,11,26
RNU6-1245P,0,0,1,0,0,0,0,0
PPP1R8,738,943,2044,845,2033,1423,3700,2685
SCARNA1,0,0,0,0,0,1,0,0
THEMIS2,145,391,7492,7329,965,192,491,155
RPA2,759,814,2130,1318,1756,1773,5788,4268
SMPDL3B,7,4,582,71,2262,1613,12,2
RP11-460I13.2,0,0,0,0,1,3,0,0
XKR8,866,1320,1057,595,2373,2049,782,953
EYA3,708,1322,1873,1660,1650,1375,3389,2357
RP11-460I13.6,0,16,2,11,2,0,14,12
RN7SL559P,0,0,0,4,1,0,0,1
SPCS2P4,34,25,37,16,59,44,50,43
RP5-1053E7.2,0,0,0,0,0,0,0,0
RP5-1053E7.3,0,0,0,0,0,0,0,0
RNU6-176P,0,0,1,0,0,0,0,0
PTAFR,42,52,2920,1032,331,88,256,44
DNAJC8,1643,2351,4785,3204,2868,1747,8933,6749
ATPIF1,3477,5711,3122,2175,3794,2791,5555,8148
RP5-1092A3.4,142,610,120,625,208,104,208,215
RP5-1092A3.5,0,3,0,0,0,0,4,0
SESN2,1406,2807,945,1743,1441,940,4208,5795
MED18,692,829,829,177,688,411,438,333
PHACTR4,2131,4483,3330,1682,3305,1621,6305,4567
RP1-308E4.1,2,0,0,1,1,0,2,1
RNU6ATAC27P,0,1,0,2,0,0,1,2
RCC1,1498,1084,928,1890,1516,1186,3783,2403
SNORA73A,17,3,6,51,8,9,34,20
SNORA73B,22,5,8,83,6,11,60,18
PRDX3P2,2,2,2,6,2,3,3,2
RP4-669K10.8,23,14,10,8,22,26,29,22
TRNAU1AP,365,459,1327,1123,1362,991,1729,1758
SNHG12,510,281,859,1749,1369,818,1706,2089
SNORD99,0,0,0,0,0,0,0,1
SNORA61,64,31,79,127,57,47,73,49
SNORA44,5,6,41,126,22,18,40,49
SNORA16A,0,0,0,0,0,0,0,0
TAF12,566,652,1020,719,1332,874,1783,1751
RAB42,2,17,145,38,22,5,84,43
LINC01715,14,15,17,10,22,28,32,44
RNU11,0,0,0,0,0,0,0,0
GMEB1,325,481,868,589,759,649,1963,1338
SCARNA24,0,0,0,0,0,0,0,1
YTHDF2,1564,2648,4090,2875,3910,2381,4089,3408
OPRD1,9,15,32,8,37,26,7,18
RP1-212P9.3,0,2,0,4,5,0,1,1
EPB41,2163,5131,3146,2329,3506,1701,4163,4706
RP4-604A21.1,0,3,1,0,0,2,5,3
Metazoa_SRP,0,0,0,0,0,0,0,0
TMEM200B,76,607,626,696,105,41,2029,5311
RP11-242O24.3,0,0,0,0,0,1,0,4
SRSF4,6068,9128,8873,9348,6313,5166,14293,14089
uc_338,6,11,11,3,19,5,15,7
MECR,787,1073,816,413,1062,964,1901,1548
RP11-467D18.2,7,6,3,2,10,0,5,4
PTPRU,789,1869,3944,1906,3956,3197,2935,4776
LINC01756,0,0,0,0,0,0,1,0
RP11-810H18.1,0,0,0,0,1,0,0,0
RP4-656G21.1,0,0,0,0,0,0,0,0
RP11-179G8.1,0,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,8,0
RP5-893G23.1,0,0,0,2,0,0,0,0
RP3-357I16.1,0,0,0,0,0,0,0,0
RP4-591L5.1,0,0,0,0,0,0,0,0
RP4-591L5.2,0,0,0,0,0,0,0,0
MATN1,3,0,8,21,6,14,91,143
MATN1-AS1,73,86,77,189,180,179,513,573
LAPTM5,645,710,25296,27677,3718,717,4074,181
MIR4420,0,0,1,0,0,0,0,0
RP5-1125N11.1,0,0,0,1,0,0,0,1
LINC01778,4,8,4,0,0,5,6,2
RN7SKP91,0,0,0,0,0,0,0,0
RP1-65J11.5,0,0,2,0,0,0,0,0
SDC3,347,1038,5858,4360,1720,792,5443,1957
RN7SL371P,0,0,0,0,0,0,0,0
PUM1,1790,5052,4412,5302,4467,2749,14012,7304
RP11-201O14.1,0,0,0,0,0,0,0,0
RP11-201O14.2,0,2,0,0,0,0,0,0
SELENOWP1,0,0,0,0,0,0,0,0
RP11-490K7.1,0,0,1,0,2,0,0,5
NKAIN1,0,1,2,2,39,12,38,24
SNRNP40,557,754,1472,1104,1412,726,2472,2007
RP11-490K7.4,8,51,22,49,19,6,56,49
ZCCHC17,529,776,1297,927,1272,880,2070,1788
RP11-266K22.2,0,0,0,0,0,0,1,1
FABP3,18,88,443,204,35,60,776,702
SERINC2,17565,12365,2099,1150,8941,2265,82,110
RP11-439L8.2,1,0,1,0,1,1,8,4
RNU6-40P,0,0,0,0,0,0,0,0
LINC01225,2,0,0,0,0,0,0,0
LINC01226,4,5,5,3,1,3,1,1
RP11-73M7.1,0,1,3,3,8,3,4,6
TINAGL1,1372,964,10231,7934,4068,2091,3199,3511
HCRTR1,3,0,13,0,3,1,12,7
PEF1,2304,3288,5271,3952,2549,2346,4921,4180
RP11-73M7.6,0,26,36,79,9,9,583,1685
RP11-73M7.9,0,0,0,0,2,0,5,15
COL16A1,77,912,3097,3550,1477,1207,55249,78797
ADGRB2,6,12,48,312,58,35,1747,826
MIR4254,0,0,0,0,0,0,0,0
RP11-84A19.3,0,0,0,0,0,0,0,0
SPOCD1,3,9,260,1408,3,1,42,42
RP11-84A19.2,0,4,0,0,0,0,3,2
RP11-84A19.4,3,24,1,71,1,0,17,61
PTP4A2,2850,4636,10533,10678,8955,5219,13005,10613
RP4-534N18.2,0,1,2,14,3,2,6,9
KHDRBS1,1974,2730,5144,4215,6678,3944,25247,17613
RP11-277A4.4,2,0,3,9,3,2,11,12
TMEM39B,412,805,923,495,819,625,2283,1728
MIR5585,0,0,0,0,0,0,0,0
KPNA6,1633,3445,4378,5554,4821,3089,6488,5764
TXLNA,4982,6897,4970,4395,6225,4806,10040,8344
CCDC28B,29,121,175,178,191,148,588,628
RP4-622L5.7,6,13,13,15,8,11,38,53
IQCC,56,148,185,203,340,257,601,580
DCDC2B,2,4,16,160,11,2,47,31
TMEM234,310,749,729,1701,497,442,1988,2037
EIF3I,4831,4213,6390,7120,10905,8086,15994,12936
MTMR9LP,188,290,1813,1767,1527,2194,4888,8871
FAM167B,164,41,336,357,127,179,188,204
LCK,31,98,473,1410,46,45,111,15
HDAC1,2403,3319,5206,3951,5294,2892,10181,11081
MARCKSL1,1330,852,1321,1817,1393,1694,29698,41377
RP4-811H24.9,2,2,0,0,0,2,19,72
TSSK3,316,529,474,534,513,533,760,977
FAM229A,177,308,207,282,210,248,269,691
BSDC1,3469,10412,5591,3989,7698,8042,12095,11465
GAPDHP20,0,0,0,0,0,0,6,0
RP11-395N6.4,0,0,0,0,0,0,1,0
LRRC37A12P,0,0,0,0,0,2,0,1
RN7SL122P,0,0,0,0,0,0,0,1
ZBTB8B,1,2,47,19,8,0,141,151
ZBTB8A,128,325,874,626,408,356,1446,1341
ZBTB8OS,485,645,1178,663,1227,703,791,775
RBBP4,3316,3013,6035,4987,7907,4440,16231,11674
SYNC,2,9,407,61,51,5,199,117
RP11-114B7.6,0,0,0,0,0,0,0,0
KIAA1522,982,1648,5122,4734,21753,12107,7801,9834
YARS,3955,3106,4695,5516,5257,5873,6867,3806
S100PBP,688,1966,1547,1894,1155,734,5900,5529
FNDC5,64,2167,55,34,51,37,1280,1113
HPCA,0,9,13,12,35,24,91,184
TMEM54,45,394,971,468,674,523,1122,1783
RNF19B,234,720,1445,2271,985,666,2147,1857
RP5-1174N9.2,1,13,10,4,0,2,0,4
RP4-803A2.1,0,0,2,1,6,1,4,0
RP4-803A2.2,7,0,0,0,3,3,1,1
AK2,5251,8716,4561,4550,4944,3613,7627,5816
RP1-117O3.2,4,2,2,9,4,1,10,0
AZIN2,108,215,175,535,341,133,1756,2225
RP11-131M11.2,4,16,56,47,67,41,90,80
TRIM62,121,161,637,544,679,273,886,919
RP11-131M11.3,9,12,37,32,46,36,92,87
ZNF362,414,1230,2789,949,2215,1198,4443,3445
RP11-415J8.7,1,6,6,6,4,6,19,12
A3GALT2,9,1,6,10,10,2,5,5
RP11-415J8.3,265,172,532,1558,230,157,389,293
PHC2,5810,7812,17442,37801,7666,5815,11629,9987
MIR3605,0,1,0,21,1,0,0,0
RN7SKP16,8,10,30,254,12,2,49,29
RP11-415J8.5,0,0,0,6,0,1,2,1
TLR12P,0,1,0,0,0,1,0,3
ZSCAN20,74,65,152,78,147,58,466,447
RP4-580O19.2,1,2,6,0,0,5,10,2
CSMD2,4,17,35,66,131,19,45,37
HSPD1P14,0,0,0,0,0,0,0,0
HMGB4,0,0,12,1,2,4,4,8
CSMD2-AS1,0,0,0,0,0,0,0,0
RNA5SP42,0,0,0,0,0,0,0,0
C1orf94,0,2,2,0,0,0,4,1
RP4-657M3.2,0,0,0,0,0,0,0,0
MIR552,0,0,0,0,0,0,0,0
SMIM12,2975,3560,2083,1546,2086,1561,1267,929
GJB5,8,17,13,30,18,2,11,6
GJB4,6,8,6,7,4,3,3,1
GJB3,9,71,64,30,8,8,4,4
RP1-34M23.5,0,1,0,0,0,0,0,0
GJA4,805,412,3085,3784,695,200,1588,493
RP5-997D16.2,130,101,79,44,134,65,92,61
DLGAP3,9,18,62,20,253,146,71,32
RP11-244H3.1,121,245,616,622,391,241,542,663
TMEM35B,229,549,1540,1380,1148,554,1628,1842
ZMYM6,895,1654,1794,1322,1693,1195,3118,4264
RPL12P45,0,0,0,0,0,0,0,0
ZMYM1,333,832,497,454,427,419,1919,1721
EFCAB14P1,1,0,0,2,0,0,11,0
SFPQ,8688,12084,14824,11501,28708,13402,48056,44076
ZMYM4,833,2378,2351,2197,2725,1586,10073,7066
RN7SL503P,0,0,0,0,0,0,0,1
SNORA62,0,0,0,0,0,0,0,0
RPL5P4,136,37,86,35,239,157,373,368
ZMYM4-AS1,0,3,0,2,0,0,0,1
KIAA0319L,3633,4701,6883,4702,12806,8204,7177,6319
RP4-728D4.3,0,0,0,0,0,0,0,1
NCDN,725,764,1591,2022,1322,1260,5183,4698
RP4-728D4.2,1,3,55,52,16,11,15,17
TFAP2E,9,25,108,113,54,63,240,684
PSMB2,3308,3873,4264,3296,4443,2505,5123,4100
C1orf216,202,557,1450,819,709,450,1538,1648
CLSPN,0,9,32,41,34,3,163,6
RP11-435D7.3,0,0,1,0,0,0,1,0
AGO4,689,3461,5289,4337,2988,2437,3639,4058
AGO1,678,1813,3158,3487,3635,1693,6628,5221
RP4-789D17.4,0,0,0,0,0,0,0,0
AGO3,1043,2185,1746,2179,1504,1207,4682,3981
RP4-665N4.8,1,7,2,7,2,4,7,7
RP4-665N4.4,2,0,0,35,24,15,12,0
TEKT2,9,18,10,2539,280,125,184,120
ADPRHL2,523,1090,1647,1395,1392,1611,2266,2028
COL8A2,37,104,441,538,85,86,1210,950
TRAPPC3,1327,2043,2911,1867,3327,2548,2382,2787
MAP7D1,734,1354,12371,10037,3430,1526,7701,6488
RN7SL131P,0,0,0,0,0,0,0,0
THRAP3,2956,8894,8037,5819,7445,5981,13976,10774
UBE2V2P4,0,0,0,0,0,0,0,0
SH3D21,26,79,504,593,85,102,1961,1245
EVA1B,87,178,607,581,255,177,990,1462
RP11-268J15.5,22,129,634,270,59,51,1639,3176
STK40,2958,4088,6340,5361,6575,4009,9157,12091
LSM10,783,1035,1253,918,1222,820,1414,1768
RNU4-27P,0,0,0,0,0,0,0,0
OSCP1,52,80,489,1153,383,278,965,859
SNORA63,0,1,0,9,0,0,1,1
MRPS15,3194,3694,2601,1611,2698,2675,2747,2444
CSF3R,1014,591,38623,23081,440,355,457,327
FTLP18,0,0,0,0,0,0,0,0
RP4-614N24.1,0,0,0,0,0,0,0,0
GRIK3,4,31,15,10,133,49,211,14
MIR4255,0,0,0,0,0,0,0,0
RNU6-636P,0,0,0,0,0,0,0,0
RP5-1180C18.1,0,0,0,0,0,0,0,0
RNA5SP43,0,0,0,0,0,0,0,0
RPS29P6,0,0,0,0,0,0,0,0
LINC01137,219,670,351,302,356,92,126,322
ZC3H12A,1052,2373,1210,7775,1894,650,842,1211
MIR6732,0,0,0,0,0,0,0,0
MEAF6,621,5231,2915,1956,3251,2052,5691,4629
MIR5581,0,0,0,0,0,0,0,0
SNIP1,453,1747,1165,556,957,717,1468,1352
FTH1P1,2,13,3,11,3,2,20,9
RP3-423B22.5,1,2,2,1,3,5,10,33
DNALI1,402,1940,863,2916,2184,1624,3849,3136
GNL2,1509,1597,2600,2196,2503,2063,3548,2615
RSPO1,2,26,831,365,71,33,104,760
C1orf109,361,446,669,452,864,595,1979,1470
CDCA8,40,84,129,56,102,77,339,73
EPHA10,2,15,21,36,432,322,9,2
ACTN4P2,0,0,0,0,0,0,0,0
RP11-109P14.2,0,0,0,0,0,0,0,2
MANEAL,63,334,59,30,452,423,114,92
YRDC,351,629,661,424,799,728,601,618
